1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.6,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.6,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
1,0,0,5
1,0,0.6,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,0.8,5
1,0,-0.2,5
1,0,-0.4,5
1,0,-0.4,5
1,0,-0.4,5
